Run 1, Result case 1006_ULSA_225_3, 18: Case 18
Position      : Element average
Attribute     : D-STRESS
                                    TAUMXY
Superelement       Element    Element average value
R200                  46662      13.1309
R200                  46663     0.858813
R200                  46664     0.810379
R200                  46665      1.02037
R200                  46666      1.08087
R200                  46667      12.2375
R200                  46668      14.7187
R200                  46669      15.7598
R200                  46670      15.9703
R200                  46671      15.8467
R200                  46672     0.989985
R200                  46673      1.00066
R200                  46674     0.757844
R200                  46675       1.0887
R200                  46676       11.864
R200                  46677      14.3982
R200                  46678      15.9362
R200                  46679      16.7617
R200                  46680      17.1966
R200                  46681      1.07438
R200                  46682      1.02125
R200                  46683     0.669803
R200                  46684      11.5989
R200                  46685      13.7974
R200                  46686       15.277
R200                  46687      15.9809
R200                  46688      15.7222
R200                  46689     0.994072
R200                  46690     0.974743
R200                  46691     0.612727
R200                  46692      11.1693
R200                  46693      12.9153
R200                  46694      14.0229
R200                  46695      14.3864
R200                  46696       13.889
R200                  46697     0.992553
R200                  46698     0.947025
R200                  46699     0.643536
R200                  46700      10.5345
R200                  46701       11.707
R200                  46702      12.4517
R200                  46703      12.5714
R200                  46704      12.1044
R200                  46705     0.993151
R200                  46706     0.922462
R200                  46707     0.688077
R200                  46708       9.6683
R200                  46709      10.3657
R200                  46710       10.761
R200                  46711      10.6776
R200                  46712      10.2083
R200                  46713     0.872791
R200                  46714     0.891252
R200                  46715     0.646277
R200                  46716      8.51241
R200                  46717      8.97551
R200                  46718      9.02342
R200                  46719      8.74514
R200                  46720      8.24893
R200                  46721     0.879897
R200                  46722     0.886359
R200                  46723     0.692305
R200                  46724      7.31036
R200                  46725      7.47599
R200                  46726      7.20347
R200                  46727      6.74163
R200                  46728      6.21722
R200                  46729     0.881121
R200                  46730      0.91394
R200                  46731      0.73683
R200                  46732      5.99469
R200                  46733      5.84235
R200                  46734      5.27643
R200                  46735      4.70387
R200                  46736      4.34885
R200                  46737     0.903833
R200                  46738     0.911525
R200                  46739     0.790615
R200                  46740      4.64934
R200                  46741      3.94732
R200                  46742      3.36391
R200                  46743      2.77162
R200                  46744      2.36615
R200                  46745     0.774894
R200                  46746     0.892301
R200                  46747     0.728208
R200                  46748      1.74582
R200                  46749      1.91203
R200                  46750       1.9952
R200                  46751      1.73026
R200                  46752      1.02088
R200                  46753     0.798009
R200                  46754     0.894281
R200                  46755     0.785802
R200                  46758     -7.05781
R200                  46759     -10.0325
R200                  46760     -10.1095
R200                  46761     0.807775
R200                  46762     0.890011
R200                  46763     0.855234
R200                  46765     -3.53785
R200                  46766     -9.51731
R200                  46767     -12.4443
R200                  46768     -11.5609
R200                  46769     0.627815
R200                  46770     0.858743
R200                  46771     0.826532
R200                  46773      -4.5693
R200                  46774     0.569951
R200                  46775     0.830971
R200                  46776     0.969013
R200                  46778     -4.53912
R200                  46779     0.462387
R200                  46780     0.837104
R200                  46781      1.10931
R200                  46784     0.105364
R200                  46785     0.992424
R200                  46786     0.993155
R200                  46792     0.899053
R200                  46793      1.58436
R200                  46794     0.455781
R200                  46795    -0.380518
R200                  46802     -12.7086
R200                  46803     -15.4634
R200                  46804     -18.0485
R200                  46805     -18.0367
R200                  46806      10.5242
R200                  46807     -19.7175
R200                  46808     -10.2299
R200                  46809     -4.18644
R200                  46810      1.30347
R200                  46811     -3.35541
R200                  46812     -8.24419
R200                  46813     -8.32856
R200                  46814      -10.608
R200                  46815      -8.7872
R200                  46816     -9.48944
R200                  46817     -8.18606
R200                  46818     -10.1025
R200                  46819     -9.18414
R200                  46820     -10.2135
R200                  46821     -13.2323
R200                  46822     -8.95341
R200                  46823     -6.65694
R200                  46824      -7.6159
R200                  46825      3.10045
R200                  46826   -0.0399179
R200                  46827     -2.15285
R200                  47150     -12.9368
R200                  47151     -11.7488
R200                  47152     -8.08931
R200                  47153     -1.66189
R200                  47154      0.94455
R200                  47155     -17.7938
R200                  47156     -10.5381
R200                  47157     -7.58246
R200                  47158     -4.53411
R200                  47159     -2.16241
R200                  47170      6.68124
R200                  47171      5.74891
R200                  47172      5.63997
R200                  47173      5.34336
R200                  47174      7.77703
R200                  47175      7.65461
R200                  47176      7.14557
R200                  47177      6.66041
R200                  47178      6.52548
R200                  47179      6.10449
R200                  47180      5.67527
R200                  47181       5.3167
R200                  47182      4.76199
R200                  47183      4.43354
R200                  47184      4.09485
R200                  47185      3.79261
R200                  47186      3.15243
R200                  47187      2.85886
R200                  47188        2.212
R200                  47189      1.89882
R200                  47190      1.18522
R200                  47191     0.863974
R200                  47192     0.467963
R200                  47193     0.148565
R200                  47194    -0.643722
R200                  47195    -0.996778
R200                  47196     -1.81089
R200                  47197     -2.19813
R200                  47198     -2.66552
R200                  47199     -3.06858
R200                  47200     -4.00459
R200                  47201     -4.48266
R200                  47202     -4.18975
R200                  47203     -4.70022
R200                  47204     -5.38379
R200                  47205     -5.74907
R200                  47206     -7.15415
R200                  47207     -7.18061
R200                  47208     -9.45175
R200                  47209     -8.88284
R200                  47250      7.40404
R200                  47251      7.37571
R200                  47252      7.54207
R200                  47253      7.45053
R200                  47254      7.51875
R200                  47255      7.29437
R200                  47256       7.1114
R200                  47257      7.30103
R200                  47258      7.34421
R200                  47259      7.12516
R200                  47260      7.04402
R200                  47261       7.4582
R200                  47262     -10.4396
R200                  47263     -10.7409
R200                  47264     -10.9535
R200                  47265     -10.0321
R200                  47266      -10.653
R200                  47267     -10.8687
R200                  47268     -10.3009
R200                  47269     -11.0659
R200                  47270     -11.4995
R200                  47271     -9.19613
R200                  47272     -11.0033
R200                  47274     -9.27653
R200                  47275     -10.6046
R200                  47277     -11.9815
R200                  47278     -11.2735
R200                  47279     -11.0427
R200                  47280     -12.5792
R200                  47281     -10.3646
R200                  47282     -9.39049
R200                  47283     -11.0174
R200                  47284     -9.14922
R200                  47285     -8.35217
R200                  47286     -7.50995
R200                  47287     -8.18547
R200                  47288     -7.47534
R200                  47289     -6.38822
R200                  47290     -7.89027
R200                  47291     -7.35669
R200                  47292      5.45744
R200                  47293      4.70288
R200                  47294      4.24362
R200                  47295       3.5533
R200                  47296      1.97768
R200                  47297    -0.866404
R200                  47298      12.8415
R200                  47299      9.67406
R200                  47300      8.98244
R200                  47301      5.06574
R200                  47302      4.73141
R200                  47303      4.70044
R200                  47304      3.90104
R200                  47305      2.73327
R200                  47306     0.795883
R200                  47307      13.0739
R200                  47308      10.1363
R200                  47309      7.65915
R200                  47310      4.53009
R200                  47311      4.68407
R200                  47312      4.69011
R200                  47313      3.86175
R200                  47314       3.2301
R200                  47315      2.97971
R200                  47316      12.0484
R200                  47317      9.60766
R200                  47318      5.64931
R200                  47319      4.13804
R200                  47320       4.4168
R200                  47321      4.35274
R200                  47322      4.26915
R200                  47323      3.80985
R200                  47324      4.01976
R200                  47325      11.0824
R200                  47326      8.54996
R200                  47327      4.81042
R200                  47328      3.52976
R200                  47329      3.83371
R200                  47330      4.17983
R200                  47331      10.0535
R200                  47332      7.72127
R200                  47333      4.96343
R200                  47334      4.62422
R200                  47335      4.23806
R200                  47336      4.39219
R200                  47337      4.76936
R200                  47338      4.42114
R200                  47339       4.4783
R200                  47340       3.1719
R200                  47341      3.45454
R200                  47342      3.65396
R200                  47343       9.4267
R200                  47344      7.52397
R200                  47345      5.26639
R200                  47346      2.84544
R200                  47347      3.11988
R200                  47348       3.1216
R200                  47349       6.8461
R200                  47350      5.60879
R200                  47351      4.36434
R200                  47352      4.66024
R200                  47353      4.38457
R200                  47354      4.42968
R200                  47355      4.37733
R200                  47356      4.15462
R200                  47357       4.2009
R200                  47358      2.19137
R200                  47359      2.49549
R200                  47360      2.94294
R200                  47361      5.84989
R200                  47362      5.08431
R200                  47363      4.57984
R200                  47364      1.81727
R200                  47365      2.10616
R200                  47366      2.42286
R200                  47367      4.90395
R200                  47368      4.56737
R200                  47369      4.72655
R200                  47370      3.96495
R200                  47371      3.77706
R200                  47372      3.78161
R200                  47373      1.39376
R200                  47374      1.70476
R200                  47375      1.94262
R200                  47376      3.45681
R200                  47377      3.32842
R200                  47378      3.24211
R200                  47379      4.12431
R200                  47380      4.17647
R200                  47381      4.66531
R200                  47382      2.68168
R200                  47383      2.65567
R200                  47384      2.59681
R200                  47385      1.04515
R200                  47386      1.36147
R200                  47387      1.39334
R200                  47388      3.14615
R200                  47389      3.68761
R200                  47390      4.72125
R200                  47391      0.30487
R200                  47392     0.654985
R200                  47393      1.23157
R200                  47394      2.90924
R200                  47395      3.74836
R200                  47396      4.47627
R200                  47397      1.16993
R200                  47398      1.57362
R200                  47399      1.86169
R200                  47400     -9.70455
R200                  47401     -10.7035
R200                  47402     -9.34538
R200                  47403     -2.58776
R200                  47404     0.145312
R200                  47405   -0.0636849
R200                  47406     0.275159
R200                  47407     0.586629
R200                  47408      5.04874
R200                  47409      5.22748
R200                  47410       4.8965
R200                  47411      1.80583
R200                  47412      2.25233
R200                  47413      4.50664
R200                  47414      3.62993
R200                  47415      4.56006
R200                  47416      4.47732
R200                  47417    -0.427809
R200                  47418   -0.0920919
R200                  47419   -0.0627266
R200                  47420      1.73001
R200                  47421      2.06443
R200                  47422      2.48629
R200                  47423     -1.22946
R200                  47424    -0.887694
R200                  47425    -0.295647
R200                  47426     0.501419
R200                  47429      3.29112
R200                  47430      5.09697
R200                  47431      5.12485
R200                  47432     -1.65663
R200                  47433     -1.35535
R200                  47434     -1.06919
R200                  47435      3.57353
R200                  47436       6.0871
R200                  47437      6.94002
R200                  47439    -0.231639
R200                  47441       6.1728
R200                  47442      7.42325
R200                  47443      7.98737
R200                  47444     -2.07589
R200                  47445     -1.86279
R200                  47446     -1.98927
R200                  47450     -3.02333
R200                  47451     -2.88683
R200                  47452     -2.44022
R200                  47453     -7.39662
R200                  47455     -1.94138
R200                  47456      10.7701
R200                  47457      8.51388
R200                  47458        8.159
R200                  47459     -3.54192
R200                  47460     -3.56733
R200                  47461     -3.52894
R200                  47462       12.265
R200                  47463       9.7054
R200                  47464      8.50113
R200                  47468      12.4306
R200                  47469      10.6597
R200                  47470      9.60983
R200                  47471     -4.03662
R200                  47472      -4.1928
R200                  47473     -4.40102
R200                  47475     -7.60353
R200                  47476     -9.29417
R200                  47477     -7.36612
R200                  47478     -9.16073
R200                  47479     -9.41576
R200                  47480     -9.11631
R200                  47481      -8.7087
R200                  47482     -7.26967
R200                  47483      3.68767
R200                  47484      1.91514
R200                  47485    -0.520335
R200                  47486       9.3613
R200                  47487       6.4614
R200                  47488      4.93316
R200                  47489     -7.24542
R200                  47490     -6.25777
R200                  47491     -5.62107
R200                  47492      2.40467
R200                  47493     0.623942
R200                  47494    -0.771101
R200                  47495      9.12966
R200                  47496      6.92066
R200                  47497      6.19195
R200                  47501     -8.91441
R200                  47502     -7.94166
R200                  47503     -6.88546
R200                  47504      1.24813
R200                  47505    -0.312708
R200                  47506     -1.69505
R200                  47507      6.90218
R200                  47508       6.7956
R200                  47509      6.86214
R200                  47511     -8.29027
R200                  47512     -6.58754
R200                  47513      -10.088
R200                  47514     -9.37302
R200                  47515     -8.35997
R200                  47516      2.73148
R200                  47517      6.29565
R200                  47518      9.05876
R200                  47520     -8.39144
R200                  47521     -8.60128
R200                  47522     -1.23846
R200                  47523     -1.07417
R200                  47524     -1.22769
R200                  47525     -2.92549
R200                  47526     -2.11834
R200                  47527    -0.775303
R200                  47528     -11.0571
R200                  47529      -10.592
R200                  47530     -9.75861
R200                  47531    0.0781626
R200                  47532      5.30277
R200                  47533      9.38096
R200                  47535     -19.3294
R200                  47536     -16.2701
R200                  47537      9.00798
R200                  47538      9.26896
R200                  47539      9.05904
R200                  47540      9.50552
R200                  47541      9.78608
R200                  47542      10.5062
R200                  47543      10.7712
R200                  47544      10.7347
R200                  47545      10.6679
R200                  47546      11.3985
R200                  47547      11.7114
R200                  47548      12.2534
R200                  47549     -14.8305
R200                  47550     -15.6122
R200                  47551     -16.3678
R200                  47552     -15.0261
R200                  47553      -16.417
R200                  47554     -18.2073
R200                  47555     -16.2417
R200                  47556     -17.1987
R200                  47557     -18.6284
R200                  47558     -18.3751
R200                  47559      -17.928
R200                  47560      -17.099
R200                  47561     -19.9589
R200                  47562     -17.7797
R200                  47563     -16.5215
R200                  47565     -16.7151
R200                  47566     -15.9671
R200                  47568     -16.2518
R200                  47569     -15.9319
R200                  47571     -15.1471
R200                  47572     -15.3599
R200                  47574     -13.2948
R200                  47575     -14.4505
R200                  47577      -9.3721
R200                  47578     -12.9989
R200                  48502      4.42385
R200                  48503      4.99311
R200                  48504      7.41193
R200                  48505      6.52639
R200                  48506      5.78456
R200                  48507       5.0571
R200                  48508      4.29931
R200                  48509       3.3878
R200                  48510      2.52249
R200                  48511      1.61773
R200                  48512     0.710553
R200                  48513    -0.381491
R200                  48514     -5.10878
R200                  48515     -5.88551
R200                  48516      -11.119
R200                  48517     -5.41057
R200                  48518     -4.03324
R200                  48519     -1.38156
R200                  48520      -2.4397
R200                  48521     -3.76753
R200                  48522     -5.06922
R200                  48523     -5.19445
R200                  48524     -6.34824
R200                  48525     -7.30068
R200                  48526     -8.23138
R200                  48527     -1.45678
R200                  48528     -7.87838
R200                  48529     -10.0873
R200                  48530     -12.4844
R200                  48531     -12.1966
R200                  48562     0.615551
R200                  48563      1.08697
R200                  48564      0.41991
R200                  48565     0.137812
R200                  48566     0.779577
R200                  48567     0.224467
R200                  48568     0.123847
R200                  48569    -0.459279
R200                  48570     0.121474
R200                  48571     0.157728
R200                  48572     0.252292
R200                  48573     0.489722
R200                  48574     0.178996
R200                  48575     0.224481
R200                  48576     0.263253
R200                  48577     0.301592
R200                  48578     0.419514
R200                  48579     0.389879
R200                  48580     0.449448
R200                  48581     0.452753
R200                  48582     0.440547
R200                  48583     0.534307
R200                  48584     0.628536
R200                  48585     0.559798
R200                  48586     0.267917
R200                  48587      0.36566
R200                  48588     0.402745
R200                  48589      0.45395
R200                  48590     0.516934
R200                  48591     0.620132
R200                  48592     0.566236
R200                  48593     0.605997
R200                  48594      0.65907
R200                  48595     0.611841
R200                  48596     0.540257
R200                  48597     0.635803
R200                  48598     0.635411
R200                  48599     0.687403
R200                  48600     0.644853
R200                  48601     0.454796
R200                  48602       0.5448
R200                  48603     0.606346
R200                  48604     0.640376
R200                  48605     0.810768
R200                  48606     0.705254
R200                  48607     0.744283
R200                  48608     0.682281
R200                  48609     0.616724
R200                  48610     0.684457
R200                  48611     0.733071
R200                  48612     0.728428
R200                  48613      0.58763
R200                  48614     0.741241
R200                  48615      0.89174
R200                  48616     0.932428
R200                  48617     0.924468
R200                  48618     0.817546
R200                  48619     0.847539
R200                  48620     0.752748
R200                  48621     0.630155
R200                  48622     0.651129
R200                  48623     0.612738
R200                  48624     0.674744
R200                  48625       0.8866
R200                  48626     0.304737
R200                  48627     -1.78396
R200                  48628     -3.83315
R200                  48629      1.12681
R200                  48630      1.15488
R200                  48631     0.315172
R200                  48632     -4.53177
R200                  48633     0.338332
R200                  48634     0.977247
R200                  48635      6.30956
R200                  48636     -10.3081
R200                  48637      -6.4826
R200                  48638     -6.61281
R200                  48639     -7.33909
R200                  48640     -7.89654
R200                  48641      -8.4049
R200                  48642     -8.01372
R200                  48643     -7.46307
R200                  48644     -7.09911
R200                  48645      -6.3926
R200                  48646     -1.72142
R200                  48647    -0.578817
R200                  48648     -2.52768
R200                  48649     0.499564
R200                  48650     -5.43649
R200                  48651      2.81947
R200                  48988      10.3827
R200                  48990      11.6849
R200                  48992      13.1787
R200                  48994       15.748
R200                  48996      16.0087
R200                  48998     -18.5672
R200                  48999     -11.8807
R200                  49000     -10.6303
R200                  49001      -11.119
R200                  49002     -14.7671
R200                  49003      12.9931
R200                  49004      12.8491
R200                  49006       14.334
R200                  49008       11.481
R200                  49009     -6.87362
R200                  49010      8.40528
R200                  49011     -12.3475
R200                  49012     -12.4049
R200                  49013      -11.761
R200                  49014     -12.7752
R200                  49015     -15.4663
R200                  49016     -18.7291
R200                  49017     -28.0162
R200                  49018      -29.143
R200                  49019     -28.3283
R200                  49020     -27.0656
R200                  49021     -23.1677
R200                  49022      4.69781
R200                  49023      3.85369
R200                  49024      3.20246
R200                  49025      2.73991
R200                  49026      2.33387
R200                  49027      1.76301
R200                  49028      1.32106
R200                  49029     0.875626
R200                  49030     0.449601
R200                  49031    -0.273921
R200                  49032    -0.757546
R200                  49033     -1.27931
R200                  49034     -2.21758
R200                  49035     -2.99418
R200                  49036     -3.51905
R200                  49037     -4.71983
R200                  49038     -6.09601
R200                  49039     -7.92017
R200                  49040     -14.0671
R200                  49041     -12.0495
R200                  49071      -19.042
R200                  49072     -15.3508
R200                  49073     -13.3312
R200                  49074     -14.5913
R200                  49077      -14.161
R200                  49078     -14.2431
R200                  49079     -15.2017
R200                  49082     -16.4751
R200                  49083     -18.4444
R200                  49084     -18.7193
R200                  49088     -24.5067
R200                  49089     -26.1085
R200                  49092     -26.8837
R200                  49093     -26.5999
R200                  49094     -19.5044
R200                  49095     -42.9036
R200                  49098     -29.3244
R200                  49099     -26.7858
R200                  49100     -24.7236
R200                  49103      -29.697
R200                  49104     -29.3586
R200                  49105     -29.4932
R200                  49116      4.14086
R200                  49117      4.35759
R200                  49118      4.50644
R200                  49119      4.32887
R200                  49120      4.21658
R200                  49121       4.1155
R200                  49122      3.73703
R200                  49123      3.90904
R200                  49124      3.62664
R200                  49125      3.50792
R200                  49126      3.13734
R200                  49127      3.24517
R200                  49128      2.59837
R200                  49129      2.95612
R200                  49130      2.44232
R200                  49131      2.40371
R200                  49132      1.97359
R200                  49133      2.13034
R200                  49134      1.49166
R200                  49135      1.73582
R200                  49136     0.902355
R200                  49137      1.35092
R200                  49138     0.820144
R200                  49139     0.799568
R200                  49140     0.155565
R200                  49141     0.405133
R200                  49142    -0.535087
R200                  49143   -0.0289932
R200                  49144    -0.655656
R200                  49145    -0.665431
R200                  49146     -1.39233
R200                  49147     -1.15109
R200                  49148     -2.25527
R200                  49149     -1.75773
R200                  49150     -2.45086
R200                  49151      -2.6522
R200                  49152     -3.43919
R200                  49153     -3.48245
R200                  49154     -4.47934
R200                  49155     -4.20565
R200                  49156     -4.62232
R200                  49157      3.94043
R200                  49158      3.30576
R200                  49159      1.85395
R200                  49160     -7.15866
R200                  49161     -6.08568
R200                  49162      2.96313
R200                  49163      1.28765
R200                  49164     -8.43172
R200                  49165     -7.32315
R200                  49166      1.50705
R200                  49167     0.283879
R200                  49168     -9.30612
R200                  49169     -8.20069
R200                  49170    -0.921407
R200                  49171    -0.873455
R200                  49172     -3.19651
R200                  49173     -1.91909
R200                  49174     -10.1856
R200                  49175     -8.96023
R200                  49176      7.39904
R200                  49177      8.46458
R200                  49178      8.15607
R200                  49179      8.10409
R200                  49180      8.92043
R200                  49181      9.80333
R200                  49182      10.2646
R200                  49183      9.37639
R200                  49184      9.03063
R200                  49531     -12.2073
R200                  49532     -10.6746
R200                  49533     -8.68442
R200                  49534     -5.88775
R200                  49535      2.77173
R200                  50304     -12.6363
R200                  50305     -12.7541
R200                  50309      4.52314
R200                  50310    -0.330881
R200                  50311    -0.116632
R200                  50312      3.24405
R200                  50313      3.03322
R200                  50314      2.72557
R200                  50315      2.84225
R200                  50316       2.8771
R200                  50317      3.08392
R200                  50318      3.19797
R200                  50319       3.2322
R200                  50320      2.74354
R200                  50321      3.30093
R200                  50322      3.56003
R200                  50323      3.51714
R200                  50324     -5.91855
R200                  50325     -6.50126
R200                  50326     -6.78637
R200                  50327     -5.93779
R200                  50328     -6.41053
R200                  50329     -6.93553
R200                  50330     -8.50891
R200                  50331     -9.09466
R200                  50332     -9.79566
R200                  50333     -8.33115
R200                  50334     -8.83542
R200                  50335     -9.68682
R200                  50336     -8.85041
R200                  50337     -8.09116
R200                  50338     -8.90241
R200                  50339     -8.89597
R200                  50340     -8.34335
R200                  50341     -7.20489
R200                  50342     -9.07534
R200                  50343     -7.64429
R200                  50344     -5.29591
R200                  50345     -8.47239
R200                  50346     -7.53624
R200                  50347     -5.58691
R200                  50348     -7.50769
R200                  50349     -7.69632
R200                  50350     -7.75958
R200                  50351     -6.04458
R200                  50352      -7.0407
R200                  50353     -9.05145
R200                  50354      4.28137
R200                  50355       3.9341
R200                  50356      3.81084
R200                  50357      3.55752
R200                  50358     0.770695
R200                  50359    -0.416028
R200                  50360      7.58577
R200                  50361       6.9058
R200                  50362      5.58767
R200                  50363       4.5223
R200                  50364      3.74063
R200                  50365      3.19114
R200                  50366      2.69515
R200                  50367     0.842254
R200                  50368    -0.816381
R200                  50369       9.0761
R200                  50370      6.76054
R200                  50371      4.30961
R200                  50372      1.14528
R200                  50373     0.803848
R200                  50374    -0.409317
R200                  50375      10.6584
R200                  50376      6.37965
R200                  50377      3.15411
R200                  50378     0.499225
R200                  50379     0.687781
R200                  50380     0.444609
R200                  50381      10.2026
R200                  50382      5.82044
R200                  50383      1.84448
R200                  50384      8.55103
R200                  50385      4.96731
R200                  50386      1.15176
R200                  50387     0.509705
R200                  50388     0.838079
R200                  50389       1.0856
R200                  50390     0.721869
R200                  50391      1.12828
R200                  50392      1.54655
R200                  50393      6.75913
R200                  50394      4.20925
R200                  50395     0.755728
R200                  50396      3.94182
R200                  50397      2.61352
R200                  50398     0.721413
R200                  50399     0.990081
R200                  50400      1.41567
R200                  50401      1.93697
R200                  50402      1.24152
R200                  50403      1.69368
R200                  50404      2.33228
R200                  50405      2.39335
R200                  50406       2.0533
R200                  50407       1.5559
R200                  50408      1.02068
R200                  50409      1.63446
R200                  50410      2.53422
R200                  50411      1.40709
R200                  50412      1.86783
R200                  50413      2.66663
R200                  50414      1.33104
R200                  50415      1.55371
R200                  50416       2.3399
R200                  50417    -0.425193
R200                  50418      1.33256
R200                  50419       3.6548
R200                  50420      1.32972
R200                  50421      1.37482
R200                  50422      2.02506
R200                  50423      -1.9664
R200                  50424     0.177134
R200                  50425      3.67153
R200                  50426      1.65056
R200                  50427      1.56482
R200                  50428      1.25748
R200                  50429     -10.3732
R200                  50430     -14.8753
R200                  50431      3.64755
R200                  50432      2.11727
R200                  50433      1.09295
R200                  50434      4.04337
R200                  50435      2.00612
R200                  50436    -0.243854
R200                  50438     -2.63822
R200                  50439      -2.1795
R200                  50747     -3.45886
R200                  50748     -2.40398
R200                  50749      0.97889
R200                  50750     -1.54152
R200                  50751     0.857167
R200                  50752      1.59625
R200                  50753      -9.4044
R200                  50754     -9.58851
R200                  50755     -7.92797
R200                  50756     -5.31615
R200                  50757     -1.69111
R200                  50758      2.92425
R200                  50759     0.365958
R200                  50760      1.94379
R200                  50763     0.717312
R200                  50764     0.398072
R200                  50765     0.325712
R200                  50768    -0.100563
R200                  50769     -0.50958
R200                  50770    -0.497267
R200                  50773    -0.977444
R200                  50774     -1.27117
R200                  50775     -1.67872
R200                  50778     -1.65242
R200                  50779     -1.02618
R200                  50780     -1.44469
R200                  50783     -6.92222
R200                  50784      -5.4697
R200                  50785     -4.25473
R200                  50786      -5.2436
R200                  50787      -6.5168
R200                  50790     -5.72745
R200                  50791     -5.30923
R200                  50793     -12.7108
R200                  50794     -5.65565
R200                  50795     -1.73965
R200                  50796     -18.6156
R200                  50797     -14.6509
R200                  50798     -4.09826
R200                  50799      1.73508
R200                  50800      -19.153
R200                  50801     -15.0312
R200                  50802     -12.8193
R200                  50803     -14.0669
R200                  50804     -13.5463
R200                  50805     -13.2446
R200                  50806     -14.1248
R200                  50807     -15.0606
R200                  50808     -13.9772
R200                  50809     -14.3306
R200                  50810     -14.7111
R200                  50811     -14.9785
R200                  50812      -14.136
R200                  50813     -12.4885
R200                  50814     -13.0748
R200                  50817     -19.3664
R200                  50818     -17.7483
R200                  50820     -18.7176
R200                  50822     -15.1882
R200                  50823     -16.2537
R200                  50825     -13.3792
R200                  50826     -11.7266
R200                  50828     -12.7231
R200                  50829     -9.51722
R200                  50830     -10.8245
R200                  51063      3.88366
R200                  51064      3.95199
R200                  51065      3.47206
R200                  51066       3.7765
R200                  51067      2.97585
R200                  51068      3.35061
R200                  51069       2.4066
R200                  51070        2.697
R200                  51071      1.87725
R200                  51072       2.0268
R200                  51073      1.51483
R200                  51074      1.55526
R200                  51075     0.990068
R200                  51076     0.895893
R200                  51077      0.50406
R200                  51078     0.246694
R200                  51079   -0.0309283
R200                  51080    -0.477393
R200                  51081    -0.488954
R200                  51082     -1.03484
R200                  51083     -1.11612
R200                  51084     -1.87849
R200                  51085     -1.80606
R200                  51086     -2.80489
R200                  51087     -2.43833
R200                  51088      -3.5579
R200                  51089      -3.2363
R200                  51090     -4.58184
R200                  51091     -3.96805
R200                  51092     -5.60733
R200                  51093     -4.73305
R200                  51094     -6.41871
R200                  51095     -5.87919
R200                  51096     -7.39406
R200                  51097     -7.26923
R200                  51098     -8.21294
R200                  51135      4.54708
R200                  51136      4.08035
R200                  51137      3.98232
R200                  51138      3.94323
R200                  51139      3.54251
R200                  51140      3.33875
R200                  51141       3.1211
R200                  51142      2.54471
R200                  51143      2.26922
R200                  51144      1.91611
R200                  51145      1.61173
R200                  51146     0.944971
R200                  51147     0.633352
R200                  51148     0.286612
R200                  51149     -0.48849
R200                  51150    -0.924522
R200                  51151     -1.46282
R200                  51152     -2.61634
R200                  51153     -3.49345
R200                  51154      -4.1479
R200                  51155     -4.76035
R200                  51156     -8.72287
R200                  51157     -8.16726
R200                  51158     -6.24033
R200                  51159     -6.82994
R200                  51160      1.18678
R200                  51161      -5.6254
R200                  51162     0.477135
R200                  51163     -6.27616
R200                  51164    -0.724918
R200                  51165     -7.10577
R200                  51166    -0.883153
R200                  51167     -7.50947
R200                  51168    -0.940274
R200                  51169      10.5235
R200                  51170      11.1107
R200                  51171      11.9502
R200                  51199     -9.04144
R200                  51200     -15.5424
R200                  51213       1.5111
R200                  51214     0.624313
R200                  51215    -0.068512
R200                  51216     0.144067
R200                  51217     0.534399
R200                  51218     0.633463
R200                  51219     0.707166
R200                  51220      0.68775
R200                  51221     0.665834
R200                  51222     0.720079
R200                  51223     0.655108
R200                  51224     0.646248
R200                  51225     0.646607
R200                  51226     0.681015
R200                  51227     0.695819
R200                  51228     0.710697
R200                  51229     0.748232
R200                  51230     0.749644
R200                  51231     0.755221
R200                  51232     0.803402
R200                  51233      5.32861
R200                  51234     -9.89277
R200                  51235     -5.04233
R200                  51236     -4.85684
R200                  51237     -7.97464
R200                  51238      4.42145
R200                  51239     0.482223
R200                  51240     -1.60834
R200                  51241     -2.86077
R200                  51242     -1.54279
R200                  51243       0.5201
R200                  51244      1.66704
R200                  51245     -4.14704
R200                  51246     -5.57751
R200                  51247     -4.30379
R200                  51248     -4.04141
R200                  51249     0.447626
R200                  51250     0.386603
R200                  51251     -5.52117
R200                  51252     -3.25464
R200                  51253     0.200996
R200                  51254     0.675674
R200                  51255      1.24768
R200                  51256      1.07708
R200                  51257     0.946719
R200                  51258     0.845961
R200                  51259     0.735524
R200                  51260     0.653909
R200                  51261     0.576458
R200                  51262     0.482846
R200                  51263     0.425326
R200                  51264     0.381729
R200                  51265     0.383685
R200                  51266     0.290172
R200                  51267     0.271734
R200                  51268     0.291807
R200                  51269     0.383952
R200                  51270     0.766542
R200                  51271     0.514667
R200                  51272    0.0804014
R200                  51337       7.7921
