Run 1, Result case 1006_ULSA_225_3, 18: Case 18
Position      : Element average
Attribute     : D-STRESS
                                     SIGMX
Superelement       Element    Element average value
R200                  38256      1.19741
R200                  38257      1.49547
R200                  38258      0.82244
R200                  38259      1.54935
R200                  38260     0.442486
R200                  38261      1.68715
R200                  38262     0.526012
R200                  38263      2.25907
R200                  38264     0.642434
R200                  38265       2.5718
R200                  38266      2.59976
R200                  38267      3.43328
R200                  38268        3.581
R200                  38269      2.64242
R200                  38270      3.50125
R200                  38271      2.22916
R200                  38272      14.0807
R200                  38273      16.2464
R200                  38274      2.02948
R200                  38275       2.8762
R200                  38276      13.8569
R200                  38277       19.367
R200                  38347     -10.0108
R200                  38348     -4.48084
R200                  38349     -11.9278
R200                  38350     -11.1472
R200                  38351     -3.16011
R200                  38352     -2.59149
R200                  38353    -0.836289
R200                  38354      1.48053
R200                  38534    -0.422024
R200                  38535     0.146687
R200                  38536    0.0776321
R200                  38537     -1.79155
R200                  38538    -0.022973
R200                  38539     0.414694
R200                  38540      1.00679
R200                  38541     -1.43171
R200                  38542    -0.366233
R200                  38543      1.12839
R200                  38544     0.393159
R200                  38545     -1.02913
R200                  38546    0.0525798
R200                  38547      1.33171
R200                  38548    -0.923908
R200                  38549     0.325755
R200                  38550      1.68834
R200                  38551    -0.881408
R200                  38552     0.534978
R200                  38553      2.02989
R200                  38554    -0.895652
R200                  38555     0.694556
R200                  38556      2.34337
R200                  38557    -0.944785
R200                  38558     0.816973
R200                  38559      2.62147
R200                  38560     -1.01836
R200                  38561     0.912524
R200                  38562      2.87206
R200                  38563     -1.10748
R200                  38564     0.989961
R200                  38565      3.10359
R200                  38566     -1.20387
R200                  38567      1.05665
R200                  38568      3.32293
R200                  38569     -1.30055
R200                  38570      1.11847
R200                  38571      3.53607
R200                  38572      -1.3928
R200                  38573      1.17938
R200                  38574      3.74749
R200                  38575     -1.48002
R200                  38576      1.23973
R200                  38577      3.96162
R200                  38578     -1.57006
R200                  38579      1.29389
R200                  38580      4.18711
R200                  38581      -1.6831
R200                  38582      1.32306
R200                  38583      4.42918
R200                  38584     -1.86161
R200                  38585      1.26497
R200                  38586      4.69934
R200                  38587     -2.15668
R200                  38588      1.01253
R200                  38589      5.08293
R200                  38590     -3.71845
R200                  38591     -0.43611
R200                  38592      3.80978
R200                  38593      6.71789
R200                  38594     -5.84304
R200                  38595     -5.25099
R200                  38596      1.74451
R200                  38597      5.55667
R200                  38598      0.61328
R200                  38599      3.63525
R200                  38600      3.71304
R200                  38601   -0.0845506
R200                  38602      2.06303
R200                  38603      3.64706
R200                  38604      3.53322
R200                  38605      6.75728
R200                  38606      4.50774
R200                  38607      1.93848
R200                  38608       3.1229
R200                  38609      13.4516
R200                  38610      5.52292
R200                  38611       2.3261
R200                  38612     0.452661
R200                  38613      12.2938
R200                  38614      4.56555
R200                  38615     0.315202
R200                  38616      2.15883
R200                  39834     -8.75621
R200                  39835     -2.80525
R200                  39836     -2.22341
R200                  39837     -1.46267
R200                  39838    -0.156558
R200                  39927     -6.04437
R200                  39928     -3.04715
R200                  39929    -0.938431
R200                  39954      2.96918
R200                  39955       2.0369
R200                  39956      1.61091
R200                  39957      1.25925
R200                  39958     0.251691
R200                  39959     0.504668
R200                  39960      -1.1557
R200                  39961    -0.569305
R200                  39962     -3.33848
R200                  39963     -1.33151
R200                  39964     -3.51206
R200                  39965    -0.688364
R200                  39966     -1.81305
R200                  39967     -1.69831
R200                  39968    -0.246218
R200                  39969     -2.51277
R200                  39970    -0.691995
R200                  39971     -4.09158
R200                  39972     -5.71955
R200                  39973     -4.09138
R200                  40475      6.90789
R200                  40476       -2.067
R200                  40477     -3.69882
R200                  40478         -3.5
R200                  40479     -3.80954
R200                  40480     -5.15143
R200                  40481     -1.36885
R200                  40492      9.06734
R200                  40493      7.52812
R200                  40494      6.42293
R200                  40495      5.44671
R200                  40496       5.7868
R200                  40497      6.74529
R200                  40498      6.30398
R200                  40499      5.70565
R200                  40500      4.91158
R200                  40501      4.00579
R200                  40502      4.80373
R200                  40503      4.78678
R200                  40504      2.86487
R200                  40505      3.97479
R200                  40506      4.69009
R200                  40507      5.26244
R200                  40508      6.12561
R200                  40509      7.57895
R200                  40510       9.5658
R200                  40511      2.50608
R200                  40512      3.26556
R200                  40513      3.55227
R200                  40514      3.24346
R200                  40515      2.95576
R200                  40516    0.0217185
R200                  40517    -0.758263
R200                  40518      1.11064
R200                  40519     -2.28449
R200                  40520     -7.99251
R200                  40521     -8.34678
R200                  40522     -4.57514
R200                  40523      3.55418
R200                  40524       5.3148
R200                  40525      6.95277
R200                  40526      8.47735
R200                  40527       2.4089
R200                  40528      2.46292
R200                  40529      2.52221
R200                  40530      2.54298
R200                  40531      1.98059
R200                  40532      2.38116
R200                  40533       1.7499
R200                  40534     0.528121
R200                  40535     -2.03987
R200                  40536     -5.07914
R200                  40537     -5.99827
R200                  40538     -3.89393
R200                  40539      2.52048
R200                  40540      4.22051
R200                  40541      5.78799
R200                  40542      7.03962
R200                  40543      1.78277
R200                  40544      1.82271
R200                  40545      1.84242
R200                  40546      2.01015
R200                  40547      1.44538
R200                  40548      2.54878
R200                  40549      2.30646
R200                  40550     0.877478
R200                  40551     -2.05189
R200                  40552     -4.83386
R200                  40553     -5.94686
R200                  40554      -4.7544
R200                  40555      1.34131
R200                  40556       2.9614
R200                  40557      4.51697
R200                  40558       5.8475
R200                  40559       1.2164
R200                  40560      1.24103
R200                  40561      1.20647
R200                  40562      1.22926
R200                  40563      1.66482
R200                  40564      2.18608
R200                  40565      2.06707
R200                  40566      1.39736
R200                  40567     -1.60991
R200                  40568     -6.75745
R200                  40569     -8.19193
R200                  40570     -5.80876
R200                  40571     0.290903
R200                  40572       1.8756
R200                  40573      3.46677
R200                  40574      4.89231
R200                  40575     0.777157
R200                  40576     0.751446
R200                  40577     0.641024
R200                  40578     0.566421
R200                  40579     -1.52921
R200                  40580     -8.18816
R200                  40581     -10.0236
R200                  40582     -6.93362
R200                  40583      1.78046
R200                  40584      1.95882
R200                  40585      1.87644
R200                  40586       1.6244
R200                  40587      1.81236
R200                  40588      1.85319
R200                  40589      1.78137
R200                  40590      1.68286
R200                  40591    -0.593933
R200                  40592      0.98405
R200                  40593      2.61323
R200                  40594      4.10727
R200                  40595     0.429875
R200                  40596     0.337963
R200                  40597     0.155561
R200                  40598    0.0130977
R200                  40599     -1.64632
R200                  40600     -9.02284
R200                  40601     -11.2893
R200                  40602     -8.31898
R200                  40603     0.156022
R200                  40604  -0.00378021
R200                  40605     -0.25897
R200                  40606    -0.471934
R200                  40607     -1.67057
R200                  40608     -9.28766
R200                  40609     -11.6834
R200                  40610     -8.76791
R200                  40611      -1.3361
R200                  40612     0.252284
R200                  40613      1.91949
R200                  40614      3.47007
R200                  40615       1.7788
R200                  40616      1.78119
R200                  40617      1.71309
R200                  40618      1.65295
R200                  40619     -1.96076
R200                  40620    -0.354303
R200                  40621      1.34864
R200                  40622      2.94284
R200                  40623      1.72062
R200                  40624      1.71234
R200                  40625      1.64144
R200                  40626      1.57742
R200                  40627    -0.068832
R200                  40628    -0.292075
R200                  40629    -0.613334
R200                  40630    -0.886258
R200                  40631     -1.53614
R200                  40632     -9.17744
R200                  40633     -11.4905
R200                  40634     -8.51493
R200                  40635     -2.49877
R200                  40636     -0.86799
R200                  40637     0.870356
R200                  40638      2.49894
R200                  40639     -0.26038
R200                  40640    -0.540916
R200                  40641    -0.920361
R200                  40642     -1.24094
R200                  40643     -1.30028
R200                  40644      -8.9118
R200                  40645     -11.2162
R200                  40646      -8.2651
R200                  40647      1.65359
R200                  40648      1.64084
R200                  40649      1.56029
R200                  40650      1.47403
R200                  40651     -2.97937
R200                  40652     -1.31639
R200                  40653     0.461008
R200                  40654      2.12804
R200                  40655    -0.427943
R200                  40656    -0.761647
R200                  40657     -1.19496
R200                  40658     -1.56399
R200                  40659      1.58765
R200                  40660      1.57329
R200                  40661      1.47693
R200                  40662      1.35492
R200                  40663      -1.0635
R200                  40664      -8.5857
R200                  40665     -10.8235
R200                  40666     -7.81925
R200                  40667      1.53567
R200                  40668      1.52428
R200                  40669      1.41153
R200                  40670      1.25081
R200                  40671     -3.42478
R200                  40672      -1.7233
R200                  40673    0.0979337
R200                  40674      1.81112
R200                  40675    -0.582885
R200                  40676    -0.964034
R200                  40677     -1.44676
R200                  40678     -1.86579
R200                  40679    -0.744453
R200                  40680     -8.18836
R200                  40681     -10.3453
R200                  40682     -7.17123
R200                  40683     -3.85558
R200                  40684     -2.10929
R200                  40685    -0.241676
R200                  40686      1.51829
R200                  40687    -0.735874
R200                  40688     -1.15725
R200                  40689     -1.68099
R200                  40690     -2.13938
R200                  40691    -0.339006
R200                  40692     -7.74664
R200                  40693      -9.8365
R200                  40694     -6.49687
R200                  40695      1.51123
R200                  40696      1.50698
R200                  40697      1.39079
R200                  40698      1.21797
R200                  40699     -4.29375
R200                  40700     -2.49545
R200                  40701    -0.580346
R200                  40702      1.22596
R200                  40703    -0.889441
R200                  40704     -1.34702
R200                  40705     -1.90521
R200                  40706     -2.39268
R200                  40707      1.53159
R200                  40708      1.53085
R200                  40709       1.4286
R200                  40710       1.2712
R200                  40711     0.161202
R200                  40712      -7.3137
R200                  40713     -9.37364
R200                  40714     -6.08637
R200                  40715      1.58529
R200                  40716      1.58785
R200                  40717      1.51755
R200                  40718      1.39718
R200                  40719     -4.76671
R200                  40720     -2.90861
R200                  40721    -0.945864
R200                  40722     0.922718
R200                  40723     -1.03772
R200                  40724     -1.53361
R200                  40725     -2.12763
R200                  40726     -2.65459
R200                  40727     0.604913
R200                  40728     -6.73621
R200                  40729     -8.90053
R200                  40731     -5.31308
R200                  40732     -3.39225
R200                  40733     -1.38141
R200                  40734     0.562679
R200                  40735      -1.1731
R200                  40736     -1.71952
R200                  40737      -2.3593
R200                  40738     -2.92045
R200                  40739      1.07712
R200                  40740     -5.81835
R200                  40741     -8.32515
R200                  40743      1.63119
R200                  40744      1.65308
R200                  40745      1.63499
R200                  40746        1.592
R200                  40747      -6.0364
R200                  40748     -4.09417
R200                  40749     -1.94653
R200                  40750     0.140242
R200                  40751     -1.23277
R200                  40752     -1.89341
R200                  40753     -2.63566
R200                  40754     -3.25789
R200                  40755      1.63501
R200                  40756      1.68748
R200                  40757      1.74649
R200                  40758      1.83261
R200                  40760      -4.6756
R200                  40761     -7.51177
R200                  40763      1.64557
R200                  40764      1.61896
R200                  40765      1.76524
R200                  40766      2.11267
R200                  40767     -6.75675
R200                  40768     -4.95743
R200                  40769     -2.25404
R200                  40770    -0.608004
R200                  40771     -1.25632
R200                  40772     -2.09075
R200                  40773     -2.98183
R200                  40774      -3.7068
R200                  40779     -7.30774
R200                  40780     -5.13644
R200                  40781     -2.27709
R200                  40782    -0.909809
R200                  40783     -1.25194
R200                  40784      -2.5662
R200                  40785     -3.59835
R200                  40786     -4.20359
R200                  40788     -1.52265
R200                  40789     -4.51094
R200                  40791      1.71797
R200                  40792      1.33966
R200                  40793      1.53402
R200                  40794      2.20221
R200                  40795     -7.97071
R200                  40796     -5.45452
R200                  40797     -2.43697
R200                  40798     -1.27815
R200                  40799     -1.02896
R200                  40800     -3.65185
R200                  40801     -5.30811
R200                  40802      -4.9747
R200                  40803      1.69735
R200                  40804      0.75793
R200                  40805     0.968634
R200                  40806      2.06469
R200                  40811       1.6112
R200                  40812   -0.0924841
R200                  40813     0.242183
R200                  40814      1.91345
R200                  40815     -3.41327
R200                  40816     -5.43425
R200                  40817     -6.88698
R200                  40818     -7.26611
R200                  40820       8.3226
R200                  40821      6.47995
R200                  40823     -8.70075
R200                  40824     -5.66386
R200                  40825     -2.70347
R200                  40826     -2.02371
R200                  40827     -3.00547
R200                  40828     -5.72543
R200                  40829     -7.23247
R200                  40830     -7.47395
R200                  40831      2.02915
R200                  40832     -0.42213
R200                  40833   -0.0259895
R200                  40834      1.84557
R200                  40836      7.55878
R200                  40837      5.66357
R200                  40839     -9.07499
R200                  40840     -6.92374
R200                  40841     -5.07906
R200                  40842     -3.88136
R200                  40843     -1.83785
R200                  40844     -4.37307
R200                  40845     -5.95499
R200                  40846     -5.38096
R200                  40847      3.11751
R200                  40848      1.55097
R200                  40849      1.13445
R200                  40850      1.67312
R200                  40852      7.62109
R200                  40853      5.39051
R200                  40855     -10.3408
R200                  40856     -9.38862
R200                  40857     -7.76442
R200                  40858     -5.74035
R200                  40859     -4.09471
R200                  40860     -4.15447
R200                  40861     -4.83969
R200                  40862     -5.41788
R200                  40863      2.57795
R200                  40864       3.3021
R200                  40865      2.70369
R200                  40866      2.16272
R200                  40868      9.37294
R200                  40869      6.06187
R200                  40871     -13.2351
R200                  40872     -12.2342
R200                  40873     -10.0932
R200                  40874     -7.30806
R200                  40875     -5.46946
R200                  40876     -5.27953
R200                  40877     -5.83743
R200                  40878     -6.66774
R200                  40879      2.55279
R200                  40880       3.9163
R200                  40881      3.44407
R200                  40882      2.93486
R200                  40884      12.0273
R200                  40885      8.97209
R200                  40886      6.71834
R200                  40887     -19.1511
R200                  40888     -15.5037
R200                  40889     -12.0504
R200                  40890     -8.51189
R200                  40891     -11.5629
R200                  40892     -9.37957
R200                  40893     -7.72708
R200                  40894      -6.1405
R200                  40895      3.05832
R200                  40896      2.35113
R200                  40897       1.6072
R200                  40898      2.79141
R200                  40900      16.5552
R200                  40901      12.4265
R200                  40902      11.6597
R200                  40903     -8.99142
R200                  40904     -12.1681
R200                  40905     -15.3471
R200                  40906     -22.0751
R200                  40907     -18.0299
R200                  40908     -8.02815
R200                  40909     -10.4507
R200                  40910     -13.1641
R200                  40911      -15.692
R200                  40912     -17.1047
R200                  40913     -6.32796
R200                  40914     -9.27778
R200                  40915     -12.2675
R200                  40916     -16.5397
R200                  40917     -17.6126
R200                  40918     -12.1367
R200                  40919     -9.79656
R200                  40920     -7.23632
R200                  40921     -4.64475
R200                  40922      1.20275
R200                  40923     0.669128
R200                  40924     0.516958
R200                  40925      1.01183
R200                  40927      2.17354
R200                  40928       1.4967
R200                  40929      2.22578
R200                  40931      4.45637
R200                  40932      4.28949
R200                  40933      4.31639
R200                  40935       7.0794
R200                  40936      7.44025
R200                  40937      6.55301
R200                  40939      10.4817
R200                  40940      10.7459
R200                  40941      10.1014
R200                  40943      14.1322
R200                  40944      12.6366
R200                  40945      13.0158
R200                  42137     -2.51712
R200                  42138     0.897291
R200                  42139       7.0319
R200                  42140      9.52397
R200                  42141   -0.0504647
R200                  42142     -2.83608
R200                  42143     -3.35701
R200                  42144     -4.05831
R200                  42145     -6.33113
R200                  42545       3.2849
R200                  42546      3.37794
R200                  42547      1.83221
R200                  42548      1.79985
R200                  42549     0.582066
R200                  42550     0.280541
R200                  42551    -0.196969
R200                  42552      -1.0659
R200                  42553     -1.04898
R200                  42554     -3.21059
R200                  42555     -1.91976
R200                  42556     -3.90439
R200                  42557     -2.66446
R200                  42558     -2.19804
R200                  42559     -3.41276
R200                  42560    -0.591688
R200                  42561     -4.85849
R200                  42562     -1.21163
R200                  42563     -5.85012
R200                  42564     -6.15457
R200                  43258      2.05111
R200                  43259         7.34
R200                  43260      8.94254
R200                  43261        4.435
R200                  43262     -3.65731
R200                  43263    -0.699744
R200                  43264     -1.24132
R200                  43265    -0.707553
R200                  43278     -3.05372
R200                  43279     -1.54581
R200                  43280   -0.0676131
R200                  43281    -0.441373
R200                  43282     0.033818
R200                  43283    -0.414305
R200                  43284     -1.77504
R200                  43285    -0.272346
R200                  43286    -0.152147
R200                  43287     0.171614
R200                  43288     -1.53566
R200                  43289    -0.681759
R200                  43290     0.373213
R200                  43291    -0.103909
R200                  43292     -1.16271
R200                  43293    -0.332623
R200                  43294     0.626293
R200                  43295     -1.11265
R200                  43296   -0.0694059
R200                  43297      1.07802
R200                  43298     -1.05822
R200                  43299     0.168535
R200                  43300      1.48028
R200                  43301     -1.07196
R200                  43302      0.35229
R200                  43303      1.85142
R200                  43304     -1.13925
R200                  43305     0.491892
R200                  43306      2.18586
R200                  43307     -1.25283
R200                  43308      0.59414
R200                  43309      2.49039
R200                  43310       -1.397
R200                  43311     0.664495
R200                  43312      2.76499
R200                  43313     -1.56845
R200                  43314     0.709057
R200                  43315      3.01867
R200                  43316     -1.77564
R200                  43317     0.733727
R200                  43318      3.26907
R200                  43319     -2.02076
R200                  43320     0.739236
R200                  43321       3.5267
R200                  43322     -2.30497
R200                  43323     0.716393
R200                  43324      3.79438
R200                  43325     -2.65678
R200                  43326     0.634439
R200                  43327      4.09212
R200                  43328     -3.10144
R200                  43329      0.44882
R200                  43330      4.34654
R200                  43331     -3.73166
R200                  43332    0.0590138
R200                  43333      4.36351
R200                  43334     -4.71535
R200                  43335    -0.746365
R200                  43336      4.96665
R200                  43337     -8.17125
R200                  43338      -3.1972
R200                  43339      3.65119
R200                  43340      8.23855
R200                  43341       -12.22
R200                  43342     -11.7926
R200                  43343     0.170325
R200                  43344       7.7418
R200                  43345    -0.455282
R200                  43346      4.06284
R200                  43347      3.35528
R200                  43348     -6.15336
R200                  43349     -1.58885
R200                  43350      5.11938
R200                  43351      2.65956
R200                  43352      1.05149
R200                  43353     0.601414
R200                  43354      2.89134
R200                  43355      1.08611
R200                  43356      5.54772
R200                  43357    -0.830152
R200                  43358     0.830681
R200                  43359    -0.717658
R200                  43360     0.839981
R200                  43361      -1.4885
R200                  43362     0.241438
R200                  43918      -2.9989
R200                  43919      4.09978
R200                  43920        6.858
R200                  43921      5.55707
R200                  43922      2.26684
R200                  43923    -0.225243
R200                  43924    -0.478332
R200                  43925     0.237669
R200                  44194     -2.77327
R200                  44195     0.382982
R200                  44196      3.71138
R200                  44197      4.20381
R200                  44198      1.48129
R200                  44199     -1.54999
R200                  44200     -1.56334
R200                  44201     -1.69992
R200                  44202      -4.3681
R200                  44330      13.0515
R200                  44331      11.8762
R200                  44332      10.6828
R200                  44333      10.0221
R200                  44334      9.99914
R200                  44335       9.2827
R200                  44336      9.10621
R200                  44337      8.70284
R200                  44338      8.10453
R200                  44339      7.37297
R200                  44340      6.88234
R200                  44341      6.52935
R200                  44342      6.26073
R200                  44343      5.65837
R200                  44344      5.24086
R200                  44345      5.08285
R200                  44346      4.65687
R200                  44347      4.34285
R200                  44348       3.6188
R200                  44349      3.26042
R200                  44350      2.97493
R200                  44351      2.62128
R200                  44352      2.13771
R200                  44353      1.47581
R200                  44354      1.30476
R200                  44355     0.997438
R200                  44356     0.718518
R200                  44358    -0.594764
R200                  44359     -0.75484
R200                  44360     -0.68099
R200                  44362     -2.78999
R200                  44363     -3.03423
R200                  44364     -1.37031
R200                  44365     -3.41597
R200                  44366     -4.18076
R200                  44367     -4.21818
R200                  44368     -2.18634
R200                  44369     -4.88914
R200                  44370     -4.46215
R200                  44371     -3.96397
R200                  44372     -3.25413
R200                  44373     -6.11859
R200                  44374     -4.78026
R200                  44375     -3.73601
R200                  44376      -4.3633
R200                  44377     -8.26101
R200                  44378     -6.25454
R200                  44379     -4.54994
R200                  44380      -5.4696
R200                  44381     -12.2202
R200                  44382     -9.34798
R200                  44383     -7.71639
R200                  44384     -6.07474
R200                  44385      10.1691
R200                  44386      10.7443
R200                  44387      12.2538
R200                  44388       14.988
R200                  44389      4.30104
R200                  44390      4.86642
R200                  44391      5.21357
R200                  44392      5.40551
R200                  44393      1.30255
R200                  44394     -1.02934
R200                  44395      -1.6611
R200                  44396    -0.998702
R200                  44397     -6.03444
R200                  44398     -10.5791
R200                  44399     -11.5958
R200                  44400     -12.5343
R200                  44401      8.20329
R200                  44402      9.57021
R200                  44403      10.7615
R200                  44404       12.012
R200                  44405      4.05069
R200                  44406      4.21705
R200                  44407       4.3634
R200                  44408      4.21041
R200                  44409     0.741183
R200                  44410     0.653729
R200                  44411    -0.307966
R200                  44412     -1.17626
R200                  44413     -6.48649
R200                  44414     -10.9847
R200                  44415      -12.559
R200                  44416      -8.3738
R200                  44417      6.89736
R200                  44418      8.05767
R200                  44419      8.90686
R200                  44420      9.21587
R200                  44421      3.35826
R200                  44422      3.52042
R200                  44423      3.55835
R200                  44424       3.4454
R200                  44425     0.446687
R200                  44426     0.758148
R200                  44427    0.0943837
R200                  44428    -0.914151
R200                  44429     -7.54133
R200                  44430     -11.4786
R200                  44431     -11.6461
R200                  44432     -6.26212
R200                  44433      5.60563
R200                  44434      6.64177
R200                  44435      7.59109
R200                  44436      8.41475
R200                  44437      2.64496
R200                  44438      2.78197
R200                  44439      2.78127
R200                  44440      2.74938
R200                  44441     0.895245
R200                  44442     0.598321
R200                  44443  -0.00629798
R200                  44444     -0.83949
R200                  44445     -8.05039
R200                  44446     -12.5162
R200                  44447     -11.2519
R200                  44448     -4.47356
R200                  44449       4.5403
R200                  44450      5.57559
R200                  44451       6.6399
R200                  44452      7.61416
R200                  44453      2.05065
R200                  44454      2.15875
R200                  44455      2.15246
R200                  44456      2.15958
R200                  44457      1.18005
R200                  44458     0.555522
R200                  44459    -0.134096
R200                  44460    -0.955644
R200                  44461     -8.73546
R200                  44462     -12.9033
R200                  44463     -10.8688
R200                  44464     -3.13541
R200                  44465      3.64981
R200                  44466      4.70931
R200                  44467      5.83299
R200                  44468       6.8886
R200                  44469      1.56577
R200                  44470      1.65088
R200                  44471      1.63426
R200                  44472       1.6249
R200                  44473      1.27855
R200                  44474     0.540484
R200                  44475    -0.225158
R200                  44476     -1.08166
R200                  44477     -9.61551
R200                  44478     -12.7641
R200                  44479     -10.1972
R200                  44480     -2.33695
R200                  44481      2.91472
R200                  44482      3.98507
R200                  44483      5.12515
R200                  44484      6.17239
R200                  44485       1.1447
R200                  44486      1.22653
R200                  44487      1.22274
R200                  44488      1.25933
R200                  44489      1.26089
R200                  44490     0.493528
R200                  44491     -0.31066
R200                  44492     -1.19631
R200                  44493     -8.76368
R200                  44494     -11.1808
R200                  44495     -8.45878
R200                  44496    -0.949527
R200                  44497      2.28838
R200                  44498      3.37146
R200                  44499      4.53282
R200                  44500      5.59442
R200                  44501     0.800495
R200                  44502      0.87224
R200                  44503     0.859775
R200                  44504     0.896989
R200                  44505      1.17656
R200                  44506     0.398069
R200                  44507    -0.434056
R200                  44508     -1.35853
R200                  44509     -8.31145
R200                  44510      -10.662
R200                  44511     -7.82766
R200                  44512    -0.236117
R200                  44513      1.74945
R200                  44514      2.85015
R200                  44515      4.04748
R200                  44516      5.18384
R200                  44517     0.518481
R200                  44518      0.57294
R200                  44519     0.530569
R200                  44520     0.508184
R200                  44521      1.04468
R200                  44522     0.244334
R200                  44523     -0.61866
R200                  44524     -1.58524
R200                  44525     -7.89652
R200                  44526      -10.035
R200                  44527     -7.07095
R200                  44528     0.679375
R200                  44529          1.3
R200                  44530      2.40612
R200                  44531      3.61982
R200                  44532      4.78248
R200                  44533     0.258176
R200                  44534     0.313858
R200                  44535     0.269127
R200                  44536     0.243628
R200                  44537     0.869537
R200                  44538 -0.000490569
R200                  44539    -0.905538
R200                  44540     -1.87535
R200                  44541     -7.32538
R200                  44542     -9.34009
R200                  44543     -6.31455
R200                  44544       1.5295
R200                  44545     0.926568
R200                  44546      2.02617
R200                  44547       3.2352
R200                  44548      4.36229
R200                  44549   0.00600738
R200                  44550    0.0818627
R200                  44551    0.0659046
R200                  44552     0.103672
R200                  44553     0.669238
R200                  44554     -0.35596
R200                  44555     -1.39325
R200                  44556     -2.48282
R200                  44557     -6.61381
R200                  44558     -8.61558
R200                  44559      -5.5894
R200                  44560      2.32414
R200                  44561     0.584475
R200                  44562      1.69361
R200                  44563      2.92341
R200                  44564      4.07166
R200                  44565    -0.213973
R200                  44566    -0.129774
R200                  44567    -0.137953
R200                  44568   -0.0896711
R200                  44569     0.547418
R200                  44570    -0.707618
R200                  44571     -2.42608
R200                  44572     -4.47515
R200                  44573     -5.80386
R200                  44574     -7.81799
R200                  44575     -4.55707
R200                  44576       2.9665
R200                  44577     0.260219
R200                  44578      1.39379
R200                  44579      2.67101
R200                  44580      3.91622
R200                  44581     -0.41679
R200                  44582    -0.331885
R200                  44583    -0.348163
R200                  44584    -0.338489
R200                  44585     0.609129
R200                  44586    -0.629013
R200                  44587     -2.33383
R200                  44588     -4.50733
R200                  44589     -5.40511
R200                  44590     -7.24852
R200                  44591      -3.9789
R200                  44592      3.88328
R200                  44593   -0.0304785
R200                  44594      1.12934
R200                  44595      2.43638
R200                  44596      3.67124
R200                  44597    -0.653094
R200                  44598    -0.554256
R200                  44599    -0.533683
R200                  44600    -0.435769
R200                  44601     0.839005
R200                  44602    -0.150924
R200                  44603     -1.11268
R200                  44604     -2.33414
R200                  44606     -6.93297
R200                  44607     -3.77816
R200                  44608      4.09481
R200                  44609    -0.332146
R200                  44610     0.885011
R200                  44611      2.24745
R200                  44612      3.52042
R200                  44613    -0.899443
R200                  44614    -0.799747
R200                  44615    -0.754709
R200                  44616    -0.598168
R200                  44617      1.08766
R200                  44618      0.19658
R200                  44619    -0.526941
R200                  44620     -1.47338
R200                  44622     -6.78934
R200                  44623     -3.41891
R200                  44624      3.95823
R200                  44625    -0.580653
R200                  44626     0.685287
R200                  44627      2.08422
R200                  44628      3.44257
R200                  44629     -1.17688
R200                  44630     -1.08234
R200                  44631     -1.02828
R200                  44632    -0.855572
R200                  44633      1.32527
R200                  44634      0.25761
R200                  44635    -0.450969
R200                  44636    -0.669444
R200                  44638     -6.99341
R200                  44639     -2.90296
R200                  44640      4.25388
R200                  44641     -1.18491
R200                  44642     0.126833
R200                  44643      1.49807
R200                  44644      2.71551
R200                  44645     -1.55572
R200                  44646     -1.43202
R200                  44647     -1.30933
R200                  44648    -0.970806
R200                  44649      1.62892
R200                  44650     0.308289
R200                  44651    -0.776517
R200                  44652    -0.327123
R200                  44657     -1.52251
R200                  44658   -0.0150581
R200                  44659      1.35848
R200                  44660      2.45109
R200                  44661     -2.07325
R200                  44662     -1.86692
R200                  44663     -1.63259
R200                  44664     -1.10405
R200                  44665      2.00664
R200                  44666     0.862212
R200                  44667    0.0183454
R200                  44668     0.590434
R200                  44670     -6.23205
R200                  44671     -3.14112
R200                  44672      2.80835
R200                  44673     -2.20376
R200                  44674    -0.415211
R200                  44675      1.04282
R200                  44676      2.12629
R200                  44677     -2.95519
R200                  44678     -2.26086
R200                  44679     -1.74928
R200                  44680     -1.21579
R200                  44681      2.40937
R200                  44682       1.9381
R200                  44683      2.12698
R200                  44684      2.31499
R200                  44689     -5.11143
R200                  44690     -1.58059
R200                  44691     -0.83352
R200                  44692     -1.87644
R200                  44693      2.75212
R200                  44694      2.71493
R200                  44695      3.23855
R200                  44696      3.93192
R200                  44698     0.265033
R200                  44699      1.52225
R200                  44700      1.65992
R200                  44701     -3.12127
R200                  44702     -1.28309
R200                  44703     0.128621
R200                  44704      1.05741
R200                  44705     -4.85625
R200                  44706     -1.79692
R200                  44707     -1.03359
R200                  44708     -1.68667
R200                  44709      2.84908
R200                  44710      2.71762
R200                  44711      3.56985
R200                  44712      4.86018
R200                  44714      0.40524
R200                  44715      0.69135
R200                  44716       1.1919
R200                  44717      -4.9171
R200                  44718     -3.00886
R200                  44719     -1.45598
R200                  44720    -0.305613
R200                  44721     -2.73893
R200                  44722     -2.20665
R200                  44723      -1.6063
R200                  44724    -0.750303
R200                  44725      2.60791
R200                  44726      3.56886
R200                  44727       4.2642
R200                  44728      4.18179
R200                  44730     0.645381
R200                  44731  -0.00967413
R200                  44732      1.51329
