Run 1, Result case 1006_ULSA_225_3, 18: Case 18
Position      : Element average
Attribute     : D-STRESS
                                     SIGMY
Superelement       Element    Element average value
R200                  30106     -3.04006
R200                  30107     -3.24411
R200                  30108     -3.25149
R200                  30109     -15.9292
R200                  30110     -15.6196
R200                  30111     -16.8077
R200                  30112     -19.7415
R200                  30113     -1.88096
R200                  30114    -0.831017
R200                  30115     0.317956
R200                  30116       1.3631
R200                  30117     -2.72761
R200                  30118     -3.15454
R200                  30119     -3.54201
R200                  30120     -3.72986
R200                  30121     -12.2524
R200                  30122     -11.7071
R200                  30123     -12.7101
R200                  30124     -15.5709
R200                  30125     0.967125
R200                  30126       1.0564
R200                  30127      1.22561
R200                  30128      1.50618
R200                  30129     -1.65077
R200                  30130    -0.529808
R200                  30131     0.897265
R200                  30132      2.34292
R200                  30133     -2.66405
R200                  30134     -3.18086
R200                  30135     -3.83997
R200                  30136     -4.36172
R200                  30137      0.62446
R200                  30138     0.702909
R200                  30139     0.904113
R200                  30140      1.36833
R200                  30141     -7.42538
R200                  30142     -6.64675
R200                  30143     -7.45906
R200                  30144     -10.2559
R200                  30145     0.178825
R200                  30146     0.294015
R200                  30147     0.434809
R200                  30148        1.039
R200                  30149     -1.41232
R200                  30150     -0.20209
R200                  30151      1.47541
R200                  30152      3.52289
R200                  30153     -2.52657
R200                  30154     -3.18726
R200                  30155     -4.13225
R200                  30156     -5.07547
R200                  30157    -0.949697
R200                  30158    -0.679814
R200                  30159     -1.36656
R200                  30160      -3.5866
R200                  30161     -1.33098
R200                  30162    -0.125383
R200                  30163      1.80805
R200                  30164      4.90747
R200                  30165      -2.2069
R200                  30166     -2.91572
R200                  30167     -4.23884
R200                  30168      -5.9176
R200                  30169    -0.383459
R200                  30170   -0.0574987
R200                  30171    -0.195267
R200                  30172    0.0799642
R200                  30173      7.30832
R200                  30174      5.99273
R200                  30175      5.30144
R200                  30176      4.46585
R200                  30177     -1.26916
R200                  30178    -0.305868
R200                  30179      1.65994
R200                  30180      5.76523
R200                  30181     -1.93877
R200                  30182     -2.13449
R200                  30183     -3.57191
R200                  30184     -6.57123
R200                  30185    -0.947227
R200                  30186   -0.0667699
R200                  30187     -0.77371
R200                  30188     -2.52022
R200                  30189      18.9454
R200                  30190      11.9978
R200                  30191      11.0363
R200                  30192      14.6801
R200                  30193     -2.03706
R200                  30194     -1.34971
R200                  30195     -2.08679
R200                  30196     -6.31666
R200                  30197     -1.16651
R200                  30198     0.458938
R200                  30199    -0.604734
R200                  30200     -5.28596
R200                  30201      29.2746
R200                  30202      14.8474
R200                  30203      13.7949
R200                  30204      23.7492
R200                  30205     -1.38219
R200                  30206    -0.543739
R200                  30207      1.09216
R200                  30208        4.393
R200                  30209     -1.94201
R200                  30210    -0.970211
R200                  30211     -1.30999
R200                  30212      -4.9692
R200                  30213     -1.41895
R200                  30214     0.856163
R200                  30215    -0.325414
R200                  30216     -7.36847
R200                  30217      30.2162
R200                  30218      16.0463
R200                  30219       15.135
R200                  30220      25.1235
R200                  30221     -2.00656
R200                  30222     -1.07659
R200                  30223    0.0567596
R200                  30224      1.33122
R200                  30225    -0.708359
R200                  30226    -0.344402
R200                  30227    -0.644816
R200                  30228     -1.69651
R200                  30229      1.64597
R200                  30230      1.84555
R200                  30231     0.932239
R200                  30232     -3.92638
R200                  30233      23.3904
R200                  30234      16.2277
R200                  30235      15.8843
R200                  30236      20.7479
R200                  30237      4.53886
R200                  30238      2.69817
R200                  30239      2.52916
R200                  30240      3.86119
R200                  30241     -2.92698
R200                  30242     -2.01919
R200                  30243     -1.64085
R200                  30244     -2.38144
R200                  30245     0.190314
R200                  30246     0.532173
R200                  30247      1.05099
R200                  30248      2.60582
R200                  30249      16.6406
R200                  30250      14.1009
R200                  30251      14.4316
R200                  30252        17.07
R200                  30253      6.16432
R200                  30254      3.12226
R200                  30255      3.56956
R200                  30256      9.29752
R200                  30257     -3.68807
R200                  30258     -2.96555
R200                  30259     -3.22736
R200                  30260      -5.1098
R200                  30261     0.882244
R200                  30262      1.51375
R200                  30263      2.83608
R200                  30264      7.13691
R200                  30265      6.74616
R200                  30266      3.22112
R200                  30267       4.3277
R200                  30268      13.3441
R200                  30269      11.5663
R200                  30270       11.135
R200                  30271      11.8565
R200                  30272      13.0696
R200                  30273     -3.96018
R200                  30274      -3.7771
R200                  30275     -4.44223
R200                  30276     -6.69796
R200                  30277      0.53853
R200                  30278      2.29149
R200                  30279      3.82236
R200                  30280      6.89008
R200                  30281      3.39167
R200                  30282      2.04522
R200                  30283      4.36048
R200                  30284      11.8376
R200                  30285      5.76318
R200                  30286       8.3149
R200                  30287      9.66903
R200                  30288      7.29935
R200                  30289     0.197107
R200                  30290      0.11565
R200                  30291      0.10013
R200                  30292    -0.508835
R200                  30293    -0.014725
R200                  30294     0.956826
R200                  30295     0.698269
R200                  30296     0.607593
R200                  30297     0.130106
R200                  30298    -0.642024
R200                  30299      1.34929
R200                  30300      1.25714
R200                  30301      1.25447
R200                  30302   -0.0388682
R200                  30303    -0.816213
R200                  30304     -1.79961
R200                  30305      4.32624
R200                  31452      5.80476
R200                  31453    -0.351146
R200                  31454     -7.18786
R200                  31455      -11.426
R200                  31456     -12.5599
R200                  31457     -11.1176
R200                  31458     -4.49678
R200                  31459     -1.27797
R200                  31460     0.722091
R200                  31461      2.38039
R200                  31653      1.21181
R200                  31654      1.46057
R200                  31655     0.868248
R200                  31656     0.752387
R200                  31657     0.400324
R200                  31658    -0.296069
R200                  31659    -0.924894
R200                  31660     -2.16473
R200                  31661     -2.40464
R200                  31662     -5.56034
R200                  31715     -3.32871
R200                  31716      6.43819
R200                  31717      11.2272
R200                  31718     0.620364
R200                  31719     -10.1403
R200                  31720      -9.9001
R200                  31721     -13.7672
R200                  31722      -18.438
R200                  31723       -27.42
R200                  31724     -13.9231
R200                  31725     -6.71015
R200                  31726     -2.61802
R200                  31727      3.52615
R200                  31728      4.67684
R200                  31891    -0.403452
R200                  31892     0.702864
R200                  31893      1.60202
R200                  31894     -1.01794
R200                  31895     0.323882
R200                  31896      1.86499
R200                  31897      2.41005
R200                  31898    -0.725608
R200                  31899     0.387365
R200                  31900       1.7411
R200                  31901      1.33719
R200                  31902    -0.735938
R200                  31903     0.636866
R200                  31904      1.90976
R200                  31905    -0.832945
R200                  31906     0.613255
R200                  31907      1.95924
R200                  31908    -0.899537
R200                  31909     0.558373
R200                  31910      1.96657
R200                  31911     -1.01326
R200                  31912     0.513204
R200                  31913      2.00936
R200                  31914     -1.17264
R200                  31915     0.480773
R200                  31916      2.11029
R200                  31917     -1.23124
R200                  31918      0.45369
R200                  31919      2.10903
R200                  31920       -1.224
R200                  31921     0.435608
R200                  31922      2.08846
R200                  31923     -1.27929
R200                  31924     0.447808
R200                  31925      2.16054
R200                  31926     -1.25324
R200                  31927     0.463798
R200                  31928      2.14912
R200                  31929     -1.17338
R200                  31930     0.484996
R200                  31931      2.11883
R200                  31932     -1.18756
R200                  31933     0.524325
R200                  31934      2.18141
R200                  31935     -1.20596
R200                  31936     0.524405
R200                  31937      2.15014
R200                  31938     -1.41088
R200                  31939      0.38594
R200                  31940      2.06895
R200                  31941     -2.27394
R200                  31942    -0.140903
R200                  31943      1.94634
R200                  31944     -4.69358
R200                  31945     -1.92257
R200                  31946      1.22067
R200                  31947      -12.661
R200                  31948     -9.86908
R200                  31949     -3.33881
R200                  31950      1.24016
R200                  31951     -41.3466
R200                  31952     -24.7603
R200                  31953     -18.3458
R200                  31954    -0.520479
R200                  31955     -24.4319
R200                  31956     -10.2471
R200                  31957     -9.44729
R200                  31958     -2.31056
R200                  31959     -3.28288
R200                  31960     0.955654
R200                  31961     -3.39093
R200                  31962    -0.394289
R200                  31963      1.15634
R200                  31964       2.0348
R200                  31965      2.58218
R200                  31966      9.38015
R200                  31967      8.28057
R200                  31968      5.16025
R200                  31969      2.97025
R200                  31970      15.0526
R200                  31971        8.791
R200                  31972      2.57925
R200                  31973      5.41758
R200                  33103     -2.45708
R200                  33104      -3.7503
R200                  33105     -5.30083
R200                  33106     -7.86273
R200                  33107      -12.244
R200                  33108     -9.29971
R200                  33109     0.716435
R200                  33110      11.3836
R200                  33111      16.2515
R200                  33112      8.01874
R200                  33113     -12.4829
R200                  33114     -6.34076
R200                  33115     -0.23652
R200                  33116    -0.849211
R200                  33117     -5.87867
R200                  33118     -11.2663
R200                  33119     -16.8095
R200                  33120     -23.1962
R200                  33121     -31.3913
R200                  33122     -15.1843
R200                  33431      -1.7906
R200                  33432     -3.72645
R200                  33433     -4.06242
R200                  33434     -2.08543
R200                  33435     0.356772
R200                  33436     -2.79915
R200                  33437     -19.6105
R200                  33438      -35.924
R200                  33439     -27.7948
R200                  33440     -10.3641
R200                  33777   -0.0913154
R200                  33778    -0.151965
R200                  33779    -0.145228
R200                  33780    -0.635048
R200                  33781    -0.277144
R200                  33782    -0.288921
R200                  33783    -0.472988
R200                  33784    -0.693519
R200                  33785    -0.862249
R200                  33786     -1.25037
R200                  33787    -0.191669
R200                  33788     -1.11134
R200                  33789     -1.57183
R200                  33790     -1.60774
R200                  33791     -1.34659
R200                  33792    -0.338866
R200                  33793     0.131881
R200                  33794     0.139929
R200                  33795     0.378581
R200                  33796    -0.273102
R200                  33797   -0.0719225
R200                  33798    -0.044521
R200                  33799    -0.624876
R200                  33800      5.46892
R200                  33801     0.516259
R200                  33802     0.720132
R200                  33803      5.21733
R200                  33804       6.6004
R200                  33805    -0.332372
R200                  33806    -0.555875
R200                  33807      6.39029
R200                  33808    -0.516123
R200                  33809     0.229505
R200                  33810     0.447229
R200                  33811      0.85911
R200                  33812    -0.286712
R200                  33813    -0.184074
R200                  33814    -0.243761
R200                  33815     -1.19735
R200                  33816      9.16749
R200                  33817      2.07558
R200                  33818       2.1233
R200                  33819      8.55445
R200                  33820      13.6958
R200                  33821    -0.353161
R200                  33822    -0.743706
R200                  33823      11.9027
R200                  33824    -0.638335
R200                  33825     0.180052
R200                  33826     0.661786
R200                  33827      1.08585
R200                  33828    -0.295824
R200                  33829    -0.356759
R200                  33830    -0.560942
R200                  33831     -1.14096
R200                  33832      6.65099
R200                  33833      3.60826
R200                  33834      3.66971
R200                  33835      6.92373
R200                  33836      8.97103
R200                  33837     -1.74785
R200                  33838     -2.25972
R200                  33839      7.06865
R200                  33840    -0.714362
R200                  33841     0.108593
R200                  33842     0.747779
R200                  33843      1.18687
R200                  33844    -0.413797
R200                  33845    -0.549014
R200                  33846    -0.823639
R200                  33847     -1.17144
R200                  33848      5.10192
R200                  33849      4.39175
R200                  33850      4.48584
R200                  33851      5.62582
R200                  33852     -1.97007
R200                  33853     -5.51704
R200                  33854     -6.02368
R200                  33855     -3.50516
R200                  33856    -0.801315
R200                  33857    0.0451111
R200                  33858     0.741551
R200                  33859      1.23652
R200                  33860    -0.536442
R200                  33861    -0.735059
R200                  33862      -1.0027
R200                  33863     -1.28489
R200                  33864     -10.0764
R200                  33865     -10.5489
R200                  33866     -11.0853
R200                  33867     -11.7077
R200                  33868      4.41084
R200                  33869      4.34118
R200                  33870      4.47736
R200                  33871      4.93483
R200                  33872      3.97106
R200                  33873       4.0768
R200                  33874      4.18523
R200                  33875      4.35651
R200                  33876    -0.838757
R200                  33877  -0.00595056
R200                  33878     0.720261
R200                  33879      1.27286
R200                  33880    -0.683656
R200                  33881    -0.914467
R200                  33882      -1.1785
R200                  33883      -1.4294
R200                  33884     -15.7771
R200                  33885     -15.4684
R200                  33886     -16.1051
R200                  33887     -17.6796
R200                  33888    -0.806852
R200                  33889     -1.08246
R200                  33890     -1.35892
R200                  33891     -1.59695
R200                  33892     -20.1257
R200                  33893     -19.5996
R200                  33894     -20.3165
R200                  33895     -22.2792
R200                  33896    -0.888722
R200                  33897   -0.0469534
R200                  33898     0.712893
R200                  33899      1.32291
R200                  33900      3.61804
R200                  33901      3.74266
R200                  33902        3.815
R200                  33903      3.88792
R200                  33904    -0.933416
R200                  33905   -0.0587353
R200                  33906     0.738753
R200                  33907      1.39711
R200                  33908      3.29906
R200                  33909      3.39402
R200                  33910      3.42373
R200                  33911      3.43679
R200                  33912    -0.912256
R200                  33913     -1.24713
R200                  33914      -1.5473
R200                  33915     -1.78189
R200                  33916     -23.3434
R200                  33917     -22.7557
R200                  33918     -23.5175
R200                  33919     -25.6516
R200                  33920    -0.883972
R200                  33921  -0.00657981
R200                  33922     0.807852
R200                  33923      1.49476
R200                  33924     -1.06509
R200                  33925     -1.42902
R200                  33926     -1.74263
R200                  33927      -1.9727
R200                  33928     -25.4898
R200                  33929     -24.8717
R200                  33930     -25.6467
R200                  33931     -27.7625
R200                  33932      3.00083
R200                  33933      3.04389
R200                  33934      3.02211
R200                  33935      2.98342
R200                  33936    -0.728305
R200                  33937     0.122653
R200                  33938     0.933107
R200                  33939      1.62841
R200                  33940     -1.26802
R200                  33941     -1.63627
R200                  33942     -1.95011
R200                  33943     -2.17107
R200                  33944      2.71841
R200                  33945      2.69473
R200                  33946      2.61107
R200                  33947      2.51596
R200                  33948     -26.5818
R200                  33949     -25.9231
R200                  33950     -26.6853
R200                  33951     -28.8784
R200                  33952      2.45232
R200                  33953      2.34482
R200                  33954      2.18348
R200                  33955      2.02541
R200                  33956    -0.561198
R200                  33957     0.319195
R200                  33958       1.1309
R200                  33959      1.82127
R200                  33960       -1.453
R200                  33961     -1.86212
R200                  33962     -2.18064
R200                  33963     -2.38949
R200                  33964     -26.6404
R200                  33965     -25.9094
R200                  33966     -26.6279
R200                  33967     -28.8176
R200                  33968    -0.270552
R200                  33969     0.611841
R200                  33970       1.4042
R200                  33971      2.06517
R200                  33972     -1.70516
R200                  33973     -2.12391
R200                  33974     -2.43124
R200                  33975     -2.61668
R200                  33976      -25.645
R200                  33977     -24.8135
R200                  33978     -25.4715
R200                  33979     -27.6587
R200                  33980       2.2103
R200                  33981      1.99439
R200                  33982      1.73471
R200                  33983      1.51118
R200                  33984     0.174481
R200                  33985      1.02008
R200                  33986      1.76369
R200                  33987       2.3681
R200                  33988      -2.0439
R200                  33989     -2.43481
R200                  33990     -2.70606
R200                  33991     -2.85522
R200                  33992      1.99972
R200                  33993      1.64125
R200                  33994      1.25471
R200                  33995     0.917121
R200                  33996     -23.7444
R200                  33997     -22.5883
R200                  33998     -23.1576
R200                  33999     -25.3866
R200                  34000      1.82635
R200                  34001      1.27214
R200                  34002     0.729283
R200                  34003     0.287033
R200                  34004     0.700825
R200                  34005      1.54141
R200                  34006      2.22495
R200                  34007      2.75076
R200                  34008     -2.41727
R200                  34009     -2.79068
R200                  34010     -3.01228
R200                  34011     -3.11808
R200                  34012     -20.5128
R200                  34013     -19.4669
R200                  34014     -19.9297
R200                  34015     -21.9269
R200                  34016      1.45146
R200                  34017      2.20299
R200                  34018      2.78287
R200                  34019      3.20466
R200                  34020     -2.92538
R200                  34021     -3.20181
R200                  34022     -3.33237
R200                  34023     -3.39385
R200                  34024     -16.2215
R200                  34025     -15.1812
R200                  34026     -15.5782
R200                  34027     -17.4527
R200                  34028      1.68299
R200                  34029     0.867619
R200                  34030     0.128899
R200                  34031    -0.453875
R200                  34032      2.49126
R200                  34033      2.99532
R200                  34034      3.42084
R200                  34035      3.74707
R200                  34036     -3.61623
R200                  34037     -3.65458
R200                  34038     -3.62833
R200                  34039     -3.66437
R200                  34040      1.51116
R200                  34041      0.38366
R200                  34042    -0.561144
R200                  34043     -1.29477
R200                  34044     -10.7555
R200                  34045     -9.81993
R200                  34046     -10.1888
R200                  34047     -11.9617
R200                  34048      1.15646
R200                  34049    -0.238328
R200                  34050     -1.34403
R200                  34051     -2.44422
R200                  34052      3.76089
R200                  34053      3.82446
R200                  34054      4.08516
R200                  34055      4.44405
R200                  34056     -4.40477
R200                  34057     -4.03343
R200                  34058     -3.81393
R200                  34059      -3.9347
R200                  34060     -4.08412
R200                  34061     -3.52543
R200                  34062      -3.8979
R200                  34063     -5.10017
R200                  34064      5.27781
R200                  34065      4.52154
R200                  34066      4.60659
R200                  34067      5.34196
R200                  34068     -5.30262
R200                  34069     -4.09246
R200                  34070     -3.75706
R200                  34071     -4.15518
R200                  34072      4.07922
R200                  34073       3.3035
R200                  34074      2.90534
R200                  34075      3.33114
R200                  34076     0.145431
R200                  34077     -1.01277
R200                  34078     -2.08487
R200                  34079     -3.84117
R200                  34080      6.47327
R200                  34081      4.81978
R200                  34082      4.73112
R200                  34083      6.17199
R200                  34084     -6.09713
R200                  34085     -3.42293
R200                  34086     -3.22698
R200                  34087     -4.53456
R200                  34088     -2.65512
R200                  34089     -1.95365
R200                  34090     -2.53057
R200                  34091     -5.59554
R200                  34092       14.451
R200                  34093      9.18129
R200                  34094      8.84113
R200                  34095      13.9804
R200                  34096     -6.09564
R200                  34097     -2.85023
R200                  34098     -2.85542
R200                  34099     -6.27004
R200                  34100     -6.31633
R200                  34101     -2.67317
R200                  34102     -2.81256
R200                  34103      -5.8693
R200                  34104       23.454
R200                  34105      11.8984
R200                  34106       11.724
R200                  34107       22.981
R200                  34108      5.97886
R200                  34109       4.1251
R200                  34110      4.13073
R200                  34111      5.83648
R200                  34112     -5.15679
R200                  34113     -1.75429
R200                  34114     -2.02004
R200                  34115      -5.4836
R200                  34116     -8.00835
R200                  34117     -2.74276
R200                  34118     -2.44365
R200                  34119     -6.91663
R200                  34120      24.9619
R200                  34121       13.307
R200                  34122      12.9752
R200                  34123       23.277
R200                  34124      1.43262
R200                  34125      1.12096
R200                  34126      1.37139
R200                  34127      2.01233
R200                  34128      -1.1299
R200                  34129    -0.199986
R200                  34130    -0.550932
R200                  34131     -1.78192
R200                  34132      -5.1584
R200                  34133     -1.01305
R200                  34134     -0.50626
R200                  34135     -1.30205
R200                  34136       20.697
R200                  34137      14.4876
R200                  34138      13.6484
R200                  34139      17.9088
R200                  34140     -1.24263
R200                  34141    -0.565726
R200                  34142   -0.0412006
R200                  34143   -0.0938626
R200                  34144      3.35135
R200                  34145      1.64463
R200                  34146     0.955656
R200                  34147      1.41018
R200                  34148      5.60638
R200                  34149     0.403453
R200                  34150      1.19924
R200                  34151      4.56112
R200                  34152      12.1919
R200                  34153      17.2168
R200                  34154      13.2153
R200                  34155      12.1667
R200                  34156      14.3633
R200                  34157     -3.66169
R200                  34158     -1.90968
R200                  34159     -1.24077
R200                  34160     -1.67728
R200                  34161      8.04049
R200                  34162      3.21519
R200                  34163      2.22576
R200                  34164      4.44172
R200                  34165      11.9549
R200                  34166        1.175
R200                  34167     0.860095
R200                  34168      9.40422
R200                  34169      13.3377
R200                  34170      10.8284
R200                  34171       9.4881
R200                  34172      9.88569
R200                  34173     -4.91245
R200                  34174     -2.82239
R200                  34175     -2.13312
R200                  34176     -2.19833
R200                  34177      8.55928
R200                  34178      3.88073
R200                  34179      2.63217
R200                  34180      3.49334
R200                  34181      6.62634
R200                  34182     0.264689
R200                  34183     0.555116
R200                  34184      5.16555
R200                  34185      7.40239
R200                  34186       8.4204
R200                  34187      7.32071
R200                  34188      3.41505
R200                  34189    -0.123277
R200                  34190   -0.0852835
R200                  34191    0.0500888
R200                  34192     0.404804
R200                  34193      0.26764
R200                  34194     -0.73768
R200                  34195    -0.399256
R200                  34196     0.062293
R200                  34197     0.519475
R200                  34198      0.96052
R200                  34199     -2.20446
R200                  34200     -0.73717
R200                  34201    0.0970955
R200                  34202      0.83052
R200                  34203      1.37186
R200                  34204      1.10733
R200                  34205     0.230233
R200                  34206    -0.572462
R200                  34207     -2.39425
R200                  34208     0.534271
R200                  34209     0.133684
R200                  34210    -0.078812
R200                  34211    -0.455009
R200                  34212    -0.391801
R200                  34213    -0.155567
R200                  34214     0.248804
R200                  34215      1.49751
R200                  34216    -0.963675
R200                  34217    -0.326394
R200                  34218     0.324599
R200                  34219      2.51392
R200                  34220     -1.52298
R200                  34221    -0.179822
R200                  34222     0.343896
R200                  34223    -0.284821
R200                  34224     -1.25359
R200                  34225     0.370107
R200                  34226     0.440251
R200                  34227     -2.15198
R200                  34228    -0.225984
R200                  34229     0.440832
R200                  34230     0.643679
R200                  34231    -0.140202
R200                  34232    0.0963615
R200                  34233    -0.252252
R200                  34234     0.697615
R200                  34235      3.42729
R200                  34236     0.773717
R200                  34237    -0.975907
R200                  34238     0.291605
R200                  34239       6.1814
R200                  34240      1.10779
R200                  34241     -1.37222
R200                  34242     -1.00135
R200                  34243      2.81719
R200                  35160     -1.31065
R200                  35161     -2.26263
R200                  35162     -2.53473
R200                  35163     -3.68179
R200                  35164      -3.8427
R200                  35165     -3.91314
R200                  35166     -5.96308
R200                  35167     -5.53039
R200                  35168     -5.40481
R200                  35169     -8.44042
R200                  35170     -6.74624
R200                  35171     -6.57604
R200                  35172     -12.4996
R200                  35173     -6.44308
R200                  35174     -6.44887
R200                  35175      -9.2649
R200                  35176     -3.97832
R200                  35177     -4.01251
R200                  35178      1.17885
R200                  35179     0.226951
R200                  35180     0.013761
R200                  35181      11.9123
R200                  35182      3.77036
R200                  35183      3.67794
R200                  35184      16.2961
R200                  35185       4.1089
R200                  35186      4.23629
R200                  35187      8.32636
R200                  35188      1.09457
R200                  35189     0.991749
R200                  35190     -2.73209
R200                  35191     -6.01524
R200                  35192     -7.12302
R200                  35193     -3.85855
R200                  35194      1.25914
R200                  35195     -13.9781
R200                  35196     -6.66177
R200                  35495     -20.1993
R200                  35496     -16.3067
R200                  35497     -13.1903
R200                  35498     -12.5273
R200                  35499     -8.12377
R200                  35500     -10.3225
R200                  35501     -9.67514
R200                  35664     -2.58833
R200                  35665    -0.767702
R200                  35666     0.573689
R200                  35667     -3.74156
R200                  35668     -1.49831
R200                  35669      1.67841
R200                  35670     0.281192
R200                  35671     -1.44369
R200                  35672    -0.458304
R200                  35673      1.42769
R200                  35674     0.454308
R200                  35675     -1.43587
R200                  35676    0.0676663
R200                  35677      1.55635
R200                  35678     -1.50647
R200                  35679     0.103206
R200                  35680      1.65175
R200                  35681     -1.58188
R200                  35682    0.0821348
R200                  35683      1.71276
R200                  35684     -1.62908
R200                  35685    0.0657485
R200                  35686      1.74395
R200                  35687     -1.64916
R200                  35688    0.0526334
R200                  35689      1.74943
R200                  35690     -1.65799
R200                  35691     0.043045
R200                  35692      1.74827
R200                  35693      -1.6483
R200                  35694    0.0372244
R200                  35695      1.73268
R200                  35696     -1.61114
R200                  35697    0.0347494
R200                  35698      1.69379
R200                  35699     -1.56269
R200                  35700    0.0373655
R200                  35701      1.65088
R200                  35702     -1.49705
R200                  35703    0.0467453
R200                  35704      1.59846
R200                  35705     -1.40211
R200                  35706    0.0658884
R200                  35707      1.52736
R200                  35708     -1.29203
R200                  35709      0.10446
R200                  35710      1.46094
R200                  35711     -1.17417
R200                  35712     0.172316
R200                  35713      1.40406
R200                  35714    -0.978477
R200                  35715     0.280856
R200                  35716      1.33883
R200                  35717    -0.892713
R200                  35718    0.0390778
R200                  35719      1.06599
R200                  35720     -1.85136
R200                  35721     -3.59464
R200                  35722    0.0916429
R200                  35723     -4.16024
R200                  35724     -39.1317
R200                  35725     -31.5498
R200                  35726     -22.6321
R200                  35727     -1.40287
R200                  35728     -23.1007
R200                  35729     -9.86838
R200                  35730     -11.0734
R200                  35731       -1.837
R200                  35732     -3.92584
R200                  35733     -2.56823
R200                  35734     0.147004
R200                  35735     0.238833
R200                  35736      1.15888
R200                  35737     0.823349
R200                  35738      1.93013
R200                  35739      11.3868
R200                  35740      8.03179
R200                  35741      2.36159
R200                  35742      4.11133
R200                  35743      12.7469
R200                  35744      6.90177
R200                  35745      2.64032
R200                  36118     -21.1376
R200                  36119     -18.6943
R200                  36120     -17.7805
R200                  36121     -21.6634
R200                  36122     -30.6326
R200                  36123     -12.3458
R200                  36124     -27.8374
R200                  36125     -27.6382
R200                  36126     -35.7779
R200                  36127     -43.8704
R200                  36315      5.30313
R200                  36316     0.422618
R200                  36317      8.68253
R200                  36318      2.05288
R200                  36319      7.04852
R200                  36320      3.75199
R200                  36321      5.72099
R200                  36322      4.58896
R200                  36323      4.98873
R200                  36324      4.54734
R200                  36325      4.38631
R200                  36326       4.2225
R200                  36327      3.87423
R200                  36328      3.77013
R200                  36329      3.37547
R200                  36330        3.264
R200                  36331      2.87749
R200                  36332      2.73199
R200                  36333      2.36122
R200                  36334      2.17386
R200                  36335      1.81498
R200                  36336      1.58362
R200                  36337      1.23864
R200                  36338      0.95274
R200                  36339      0.57995
R200                  36340     0.267318
R200                  36341    -0.112205
R200                  36342    -0.474036
R200                  36343    -0.900674
R200                  36344     -1.27176
R200                  36345     -1.76885
R200                  36346      -2.0948
R200                  36347     -2.90551
R200                  36348     -2.85282
R200                  36349     -4.23659
R200                  36350     -3.29136
R200                  36351     -5.70943
R200                  36352      -2.9214
R200                  36353      -5.9186
R200                  36354     -1.85077
R200                  36355     -6.65039
R200                  36356     -1.26469
R200                  36357     -1.28261
R200                  36358     0.181963
R200                  36359      6.53805
R200                  36360      1.27876
R200                  36361      10.1313
R200                  36362      1.42131
R200                  36363      7.83165
R200                  36364      6.34307
R200                  36365       5.3825
R200                  36366     0.688571
R200                  36367      1.25582
R200                  36368      4.25696
R200                  36433     -6.02782
R200                  36434     -14.9517
R200                  36435     -21.0376
R200                  36436     -25.0167
R200                  36437     -26.7392
R200                  36438     -27.0439
R200                  36439     -27.5243
R200                  36440     -25.1322
R200                  36441     -21.2565
R200                  36442     -9.28876
R200                  36655     0.197805
R200                  36656    -0.116086
R200                  36657    -0.131992
R200                  36658    -0.129387
R200                  36659    -0.154232
R200                  36660     0.255297
R200                  36661    -0.227486
R200                  36662    -0.488822
R200                  36663    -0.412133
R200                  36664    -0.298309
R200                  36665     0.533909
R200                  36666    -0.729161
R200                  36667     -1.09651
R200                  36668    -0.597189
R200                  36669     0.175968
R200                  36670     -0.54156
R200                  36671     -1.80795
R200                  36672     -2.01268
R200                  36673     -1.33807
R200                  36674     -2.96967
R200                  36675     -3.33091
R200                  36676     -3.53229
R200                  36677     -3.56006
R200                  36678      -5.3698
R200                  36679     -5.03566
R200                  36680     -5.08757
R200                  36681     -5.83334
R200                  36682     -8.04273
R200                  36683     -6.28192
R200                  36684     -6.09206
R200                  36685     -8.28231
R200                  36686     -11.7559
R200                  36687     -5.87988
R200                  36688     -6.21004
R200                  36689     -12.3469
R200                  36690     -8.67138
R200                  36691     -3.41053
R200                  36692     -3.62596
R200                  36693     -9.21258
R200                  36694      1.39806
R200                  36695     0.622289
R200                  36696     0.467867
R200                  36697      1.17529
R200                  36698       12.093
R200                  36699      4.12327
R200                  36700      4.11111
R200                  36701      11.9495
R200                  36702      16.2354
R200                  36703      4.32553
R200                  36704      4.52806
R200                  36705      16.4648
R200                  36706      7.59467
R200                  36707      1.15992
R200                  36708      1.17554
R200                  36709      7.73594
R200                  36710     0.338223
R200                  36711     0.222828
R200                  36712      0.19992
R200                  36713     0.746817
R200                  36714    -0.619417
R200                  36715   -0.0721829
R200                  36716   -0.0346725
R200                  36717    -0.657666
R200                  36718      5.78113
R200                  36719    -0.528934
R200                  36720    -0.562609
R200                  36721      5.58542
R200                  36722     0.730002
R200                  36723     0.618076
R200                  36724     0.702041
R200                  36725      1.47864
R200                  36726     -1.02996
R200                  36727     -0.26268
R200                  36728    -0.246646
R200                  36729     -1.21983
R200                  36730      11.8953
R200                  36731    -0.908851
R200                  36732    -0.994848
R200                  36733      11.4386
R200                  36734     0.831072
R200                  36735     0.996181
R200                  36736      1.25312
R200                  36737      1.83433
R200                  36738    -0.728115
